Country,Edition,"OVERALL","1) AVAILABILITY","1.1) Usage","1.1.1) Internet users","1.1.2) Fixed-line broadband subscribers","1.1.3) Mobile subscribers","1.1.4) Gender gap in internet access","1.1.5) Gender gap in mobile phone access","1.2) Quality","1.2.1) Average fixed broadband upload speed","1.2.2) Average fixed broadband download speed","1.2.3) Average fixed broadband latency","1.2.4) Average mobile upload speed","1.2.5) Average mobile download speed","1.2.6) Average mobile latency","1.2.7) Bandwidth capacity","1.3) Infrastructure","1.3.1) Network coverage (min. 2G)","1.3.2) Network coverage (min. 3G)","1.3.3) Network coverage (min. 4G)","1.3.4) 5G deployment","1.3.5) Government initiatives to make Wi-Fi available","1.3.6) Private sector initiatives to make Wi-Fi available","1.3.7) Unlicensed spectrum policy","1.3.8) Internet exchange points","1.4) Electricity","1.4.1) Urban electricity access","1.4.2) Rural electricity access","2) AFFORDABILITY","2.1) Price","2.1.1) Smartphone cost (handset)","2.1.2) Mobile phone cost (prepaid tariff)","2.1.3) Mobile phone cost (postpaid tariff)","2.1.4) Fixed-line monthly broadband cost","2.2) Competitive environment","2.2.1) Average revenue per user (ARPU, annualized)","2.2.2) Wireless operators' market share","2.2.3) Broadband operators' market share","3) RELEVANCE","3.1) Local content","3.1.1) Availability of local news in local languages","3.1.2) Concentration of websites using country-level domains","3.1.3) Availability of e-Government services in the local language","3.2) Relevant content","3.2.1) e-Finance content","3.2.2) Value of e-finance","3.2.3) e-Health content","3.2.4) Value of e-health","3.2.5) e-Entertainment usage","3.2.6) e-Commerce content","3.2.7) Value of e-Commerce","3.2.8) Open data policies","4) READINESS","4.1) Literacy","4.1.1) Level of literacy","4.1.2) Educational attainment","4.1.3) Support for digital literacy","4.1.4) Level of web accessibility","4.2) Trust & Safety","4.2.1) Privacy regulations","4.2.2) Trust in online privacy","4.2.3) Trust in Government websites and apps","4.2.4) Trust in Non-government websites and apps","4.2.5) Trust in information from social media","4.2.6) e-Commerce safety","4.3) Policy","4.3.1) National female e-inclusion policies","4.3.1.1) Comprehensive female e-inclusion plan","4.3.1.2) Female digital skills training plan","4.3.1.3) Female STEM education plan","4.3.2) Government e-inclusion strategy","4.3.3) National broadband strategy","4.3.4) Funding for broadband buildout","4.3.5) Technology-neutrality policy for spectrum use","4.3.6) National digital identification system","4.3.7) Government efforts to promote 5G"
Belgium,E5,77.7,79.4,80.9,89.8,84.8,69.9,79.7,80.5,50.6,7.9,41.8,92,60.9,49.4,97.4,4.5,86.1,100,100,100,100,100,100,66.7,22.1,100,100,100,74.6,99.6,100,99.3,99.3,99.8,49.6,48.8,50,50,82.4,100,100,100,100,64.8,100,21.6,100,26.7,38.9,90.9,40,100,74.6,89.2,100,81.9,100,75,44.1,100,71.4,31.3,14.8,15.4,31.4,90.5,100,100,100,100,100,66.7,100,100,100,66.7
Benin,E1,n/a,n/a,n/a,5.1,1.5,58.3,n/a,n/a,n/a,0.6,0.4,0,9.9,5.9,50.5,0.1,n/a,96.1,45,11.5,n/a,n/a,n/a,n/a,6,n/a,51.4,8.2,n/a,n/a,13.3,74.6,78.2,87.7,n/a,6.1,50,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.2,n/a,n/a,n/a,n/a,23.9,16.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
Benin,E2,n/a,n/a,n/a,6.3,0.4,52,27,43.7,n/a,1.2,1.3,45.1,5.7,5.1,51.4,0.2,n/a,96.1,45,23.9,n/a,n/a,n/a,n/a,5.9,n/a,51.3,10.9,n/a,n/a,17.3,83.4,80.4,92.2,n/a,6.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.8,n/a,n/a,n/a,n/a,23.9,17.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
Benin,E3,41.4,29.6,28.7,4.3,0.6,48.8,31.8,57.9,23,2,1.6,67,12.3,5.2,71.9,1.1,38.3,96.1,65,39.7,0,50,50,0,5.7,28.6,48.4,8.8,38.5,75,31.7,88,88.4,91.9,2.1,6.3,0,0,43.3,44.4,50,33.3,50,42.2,50,62.2,33.3,76.7,44.4,12.8,57.8,0,54.1,47.6,23.9,16.5,100,50,62.3,100,45.7,56.3,74.1,50,47.5,52.4,0,0,0,0,50,66.7,100,100,50,0
Benin,E4,43.3,33.9,32.8,4.3,0.5,52.6,40.1,66.6,24.7,2.2,2.3,70.4,11.2,6,79.9,1.1,44.4,96.1,80,40,0,50,50,33.3,5.5,33.6,58.4,8.8,37,72,16.8,90.9,88.4,91.9,2,6.1,0,0,47.9,52.8,75,33.3,50,43,50,62.2,33.3,76.7,44.4,19.3,57.8,0,54.3,48.2,23.9,18.9,100,50,62.3,100,45.7,56.3,74.1,50,47.5,52.4,0,0,0,0,50,66.7,100,100,50,0
Benin,E5,39.7,33.9,28.8,4.3,0.4,57.9,22.7,58.8,30.5,3.7,3.9,77.7,25.6,12.7,88.7,1.1,45,96.1,80,45,0,50,50,33.3,5.4,31.1,53.2,9.1,37.2,72.3,14.5,94.5,88.4,91.9,2,6.1,0,0,30.3,25,75,0,0,35.6,50,35.1,33.3,46.7,55.6,19.3,44.4,0,57.5,55.7,28.8,18.9,100,75,64.5,100,60,50,66.7,57.7,52.5,52.4,0,0,0,0,50,66.7,100,100,50,0
Botswana,E1,n/a,n/a,n/a,41.5,3.7,100,n/a,n/a,n/a,1.8,1.6,57.6,3.3,2.6,54.8,0.3,n/a,96.1,82,40,n/a,n/a,n/a,n/a,28.8,n/a,72.1,74.9,n/a,n/a,45.7,92.1,82.1,98.6,n/a,13.8,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38.1,n/a,n/a,n/a,n/a,85.4,61.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Botswana,E2,45.6,43,55.8,43.5,5.8,100,49.4,80.2,21.4,3.2,2.5,69.5,5.3,3.2,65.1,0.6,46.5,96.1,84,64,0,100,0,0,28.3,48.4,65.4,31.4,43.4,82.2,50.7,96.6,82.7,98.6,4.6,13.8,0,0,44.5,38.9,50,66.7,0,50.1,50,70.3,100,66.7,44.4,42.8,26.7,0,51.5,68.2,85.4,62.2,100,25,33.9,0,8.6,50,51.9,34.6,58.3,52.4,0,0,0,0,100,66.7,100,0,100,0
Botswana,E3,48.8,44.4,57.3,45.5,3.1,100,47.6,90.4,26,4,3.1,75.8,12.4,5.5,80.5,0.8,45.7,94.1,80,64,0,100,0,0,27.8,48.4,65.4,31.4,46.5,88.1,59.7,97.6,96.6,98.6,4.8,14.4,0,0,43.5,38.9,50,66.7,0,48,50,51.4,100,66.5,40.6,42.8,33,0,61.1,68.2,85.4,62.2,100,25,59.1,100,36.1,58.4,61.3,40.4,58.3,56,25,0,100,0,100,66.7,100,0,100,0
Botswana,E4,53.4,46.3,56.4,45.5,3.8,100,52.6,80.2,29.1,4.6,3.8,77,22.5,8.6,86.4,0.8,51.8,94.1,95,65,0,100,0,33.3,27.2,47.9,69.3,26.4,55,89.1,63.2,97.9,96.6,98.6,20.9,12.8,50,0,53.3,58.3,75,100,0,48.3,50,45.9,66.7,66.7,83.3,40.7,33.3,0,59,68.2,85.4,62.2,100,25,48,100,25.7,65.6,37,34.6,25.1,60.7,25,0,100,0,100,100,100,0,100,0
Botswana,E5,50.7,49.6,60.9,63.4,4.6,100,48.9,87.4,30.7,3.9,3.3,77.1,32,12.6,85.1,0.8,58.6,94.1,96,68,0,100,50,33.3,27.7,48.3,68,28.6,55.5,90,66.4,98.4,96.6,98.6,20.9,12.8,50,0,33.3,25,75,0,0,41.6,50,43.2,66.7,26.7,61.1,40.7,44.4,0,64.5,80.7,85.4,62.2,100,75,52.2,100,28.6,75,40.7,19.2,49.5,60.7,25,0,100,0,100,100,100,0,100,0
Brazil,E1,n/a,n/a,n/a,50.8,26.6,96.1,n/a,n/a,n/a,2.4,6.2,79.2,13.2,8.9,62.3,0.8,n/a,87.3,93.5,72.1,n/a,100,100,n/a,7.4,n/a,100,97.3,n/a,n/a,47.6,97.8,97.8,99.7,n/a,9.5,100,100,n/a,n/a,50,100,100,n/a,100,n/a,100,n/a,n/a,57,n/a,n/a,n/a,n/a,90.1,48.8,100,50,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,33.3,100,n/a,0,n/a
Brazil,E2,64.4,64.1,65.9,53.8,27.8,88.5,82.3,77.4,28.6,2.7,7.6,83.2,18.4,11.1,76.1,0.9,63.1,91.4,95.2,75.4,0,100,100,33.3,9.5,98.7,100,97.3,77.4,84.7,46.1,97.4,96,99.3,70.1,10.4,100,100,63.5,61.1,50,33.3,100,65.9,100,62.2,100,93.3,88.9,63.2,20,0,52.5,60.2,91.1,49.6,100,0,56.9,0,65.7,43.8,70.4,61.5,100,40.5,50,100,0,0,100,33.3,100,0,0,0
Brazil,E3,69.5,66.1,68.8,60.7,29.7,76.6,92.7,84.4,32.3,4.1,10.5,85.5,26.8,15.5,82.7,1,64.3,91.8,95.5,83.1,0,100,100,33.3,10.4,99,100,98.1,77,83.6,43.5,98.9,92.7,99.3,70.4,11.3,100,100,74.4,83.3,50,100,100,65.4,100,64.9,100,66.7,88.9,63.2,40,0,60.6,60.5,91.5,50.4,100,0,61.7,100,34.3,37.5,51.9,76.9,69.8,59.5,50,100,0,0,100,66.7,100,0,100,0
Brazil,E4,73.3,69.8,68.6,66.6,31.8,70.1,86.9,87.4,36.6,8,17.7,90.1,33.5,19.5,86.1,1,74.6,91.8,95.5,83.1,50,100,100,66.7,10.1,99.3,100,98.6,76.1,81.6,36.2,98,92.7,99.3,70.7,12.1,100,100,82.2,88.9,100,66.7,100,75.6,100,64.9,66.7,66.7,88.9,57.7,60,100,65.1,60.5,91.6,50.4,100,0,67,100,62.9,53.1,44.4,76.9,64.5,67.9,75,100,0,100,100,100,100,0,100,0
Brazil,E5,73.4,71.7,66.8,66.6,33.3,65.9,86.5,81.6,40.6,14.3,27,92.3,36.6,23.2,90.1,1,79.9,82.8,91.1,88.8,100,100,100,66.7,10,99.6,99.7,99.6,79.8,88.5,63.4,98.7,92.7,99.3,71,13,100,100,81.7,88.9,100,66.7,100,74.5,100,73,66.7,54,84.2,57.7,60.4,100,60.5,60.5,91.6,50.4,100,0,53.3,100,60.9,30.8,34.1,46.7,47.2,67.9,75,100,0,100,100,100,100,0,100,0
Bulgaria,E1,n/a,n/a,n/a,59,47.8,97.7,n/a,n/a,n/a,11.6,16.8,91.2,35,18.5,89.4,5,n/a,100,100,56.7,n/a,n/a,n/a,n/a,44.4,n/a,100,100,n/a,n/a,43.6,95.1,98.5,99.5,n/a,13.1,50,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.2,n/a,n/a,n/a,n/a,98,81.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Bulgaria,E2,69.7,72.3,75.6,63.4,50.6,95.5,86.8,81.6,42.8,14,20.1,92.7,48,24.4,93.8,6.9,70.6,100,100,86.8,0,100,100,33.3,44.6,100,100,100,69.5,84.5,44.8,95.1,98.6,99.5,54.5,13.5,50,100,76.1,83.3,50,100,100,68.9,100,83.8,100,73.3,88.9,67.5,37.8,0,61,70,98,81.9,100,0,46.5,100,28.6,37.5,44.4,38.5,29.8,66.7,50,100,0,0,50,66.7,100,100,100,0
Bulgaria,E3,69.5,73.2,75,67.2,53.9,90.1,79.5,84.3,45.5,15.5,21.4,92.6,54.9,32.4,96.1,6,72.2,100,100,99.3,0,100,100,33.3,44.9,100,100,100,60.8,83.6,41.5,95.1,98.3,99.5,38,14,50,50,76.2,83.3,50,100,100,69.1,100,78.4,100,66.7,88.9,67.5,51.1,0,67.8,82.5,98,81.9,100,50,43.4,100,37.1,28.1,14.8,46.2,34.4,77.4,75,100,100,0,100,66.7,100,100,100,0
Bulgaria,E4,75.3,76.5,76.8,72,57.6,89,83.8,81.6,50.5,18,24.4,94.2,62.7,42.1,97,15.2,78.5,100,100,99.7,50,100,100,33.3,45.3,100,100,100,60.2,82.3,36.2,95.1,98.3,99.5,38.1,14.2,50,50,93.2,100,100,100,100,86.3,100,75.7,100,83.3,88.9,80.6,62.2,100,71.3,82.5,98,81.9,100,50,39.8,100,28.6,25,37,23.1,25.4,91.7,75,100,100,0,100,66.7,100,100,100,100
Bulgaria,E5,73.6,76.8,78.2,75,61.4,86.3,85.3,83,55.7,21.4,27.5,94.5,68.9,63.6,98.2,16.2,73.5,100,100,99.9,50,100,50,33.3,54.6,100,100,100,63.3,88.3,57,98.2,98.3,99.5,38.3,15,50,50,84.4,100,100,100,100,68.8,100,37.8,100,50,33.3,80.6,48.9,100,69.9,82.5,98,81.9,100,50,35.4,100,37.1,18.8,29.6,7.7,19.4,91.7,75,100,100,0,100,66.7,100,100,100,100
Burkina Faso,E1,n/a,n/a,n/a,7.2,0.1,50,n/a,n/a,n/a,0.7,0.2,13.6,9.9,5.9,50.5,0.1,n/a,86.3,10,0,n/a,0,0,n/a,3.5,n/a,50.9,1,n/a,n/a,0,76.8,77.7,81.8,n/a,6.1,50,0,n/a,n/a,50,33.3,0,n/a,100,n/a,66.7,n/a,n/a,12.7,n/a,n/a,n/a,n/a,19.2,0,100,50,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,33.3,100,n/a,50,n/a
Burkina Faso,E2,38.4,19.7,30.4,10.3,0.1,52.8,43.1,45.3,7.2,1.2,0.6,24.8,0,0,23.8,0.2,14.1,86.3,23,0,0,0,0,0,3.4,27.1,53.2,1.1,39.5,60.4,2.4,78.2,80.2,80.7,18.7,6.1,50,0,47.4,44.4,50,33.3,50,50.3,100,35.1,66.7,86.7,88.9,16.1,8.9,0,47,42.5,19.2,0.8,100,50,50.9,100,22.9,50,44.4,34.6,53.2,47.6,0,0,0,0,50,33.3,100,100,50,0
Burkina Faso,E3,36.6,20.8,33.6,12.6,0.1,63.7,29.2,62.5,7.6,1.5,0.9,22.1,2.3,1.3,24.8,0.2,14.7,86.3,28.2,0,0,0,0,0,3.3,27.1,53.2,1.1,41.9,65,12.1,77.2,81.3,89.2,18.8,6.3,50,0,40.8,44.4,50,33.3,50,37.2,50,45.9,66.7,76.7,0,16.1,42.2,0,42.8,19.6,19.2,0.8,33.3,25,54.1,100,40,68.8,37,34.6,44.2,54.8,0,0,0,0,50,33.3,100,100,100,0
Burkina Faso,E4,41.5,29.3,45.3,12.6,0.1,68.1,75,70.5,22,2.2,2.2,48.3,21.4,6,73.4,0.2,19.5,86.3,33,0,0,0,0,33.3,3.2,30.4,59.6,1.2,43.7,68.7,16.4,88,81.3,89.2,18.7,6.1,50,0,39.9,25,75,0,0,54.9,50,37.8,33.3,70,66.7,16.9,64.4,100,53.1,34.3,27.3,1.6,33.3,75,60.6,100,68.6,46.9,44.4,69.2,34.4,64.3,0,0,0,0,50,100,100,100,100,0
Burkina Faso,E5,39.6,31.5,38.3,12.6,0.1,70.3,47.6,60.6,29.6,2.7,4.3,67.2,40.8,16.5,75.3,0.2,24.8,86.3,48.4,26.9,0,0,0,33.3,3.1,33.3,65,1.5,44,69.2,16.8,89.7,81.3,89.2,18.7,6.1,50,0,35.1,25,75,0,0,45.3,50,35.1,33.3,43.3,38.9,16.9,44.4,100,48,34.3,27.3,1.6,33.3,75,50.1,100,45.7,40.6,40.7,53.8,19.4,59.5,0,0,0,0,50,66.7,100,100,100,0
Burundi,E1,n/a,n/a,n/a,1.7,0.1,19.6,n/a,n/a,n/a,2.3,1.4,62,9.9,5.9,50.5,0.2,n/a,6.9,0,0,n/a,n/a,n/a,n/a,6.2,n/a,19,1.7,n/a,n/a,0,53.5,0,0,n/a,6.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.1,n/a,n/a,n/a,n/a,52.5,11.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Burundi,E2,n/a,n/a,n/a,3,0.1,21.5,35.5,63.4,n/a,2,1.6,62.7,14.2,7.6,69.5,0.2,n/a,0,11,0,n/a,n/a,n/a,n/a,6,n/a,27.4,6.1,n/a,n/a,0,53.5,58.7,0.2,n/a,6.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.5,n/a,n/a,n/a,n/a,52.5,12.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Burundi,E3,n/a,n/a,n/a,0,0.1,25.1,24.4,64.6,n/a,2.1,1.9,75.3,18.1,8.4,74,0.7,n/a,2,39,11,n/a,n/a,n/a,n/a,5.9,n/a,27.4,6.1,n/a,n/a,0,79.5,95.8,7.9,n/a,6.3,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.5,n/a,n/a,n/a,n/a,60.9,12.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
Burundi,E4,27,25.3,24.5,0,0.1,26.9,45.2,50.5,29.3,2.8,2.4,80.4,25.9,11.5,81.2,0.7,14.2,9.1,44.5,20.9,0,0,0,33.3,5.7,33.2,64.8,1.6,23.9,45.7,0,79.1,95.8,7.9,2,6.1,0,0,33.1,25,75,0,0,41.2,50,59.5,33.3,56.7,83.3,6.4,40,0,25.7,18.6,60.9,13.4,0,0,22.8,0,31.4,15.6,29.6,34.6,25.4,35.7,0,0,0,0,0,100,100,0,50,0
Burundi,E5,28.5,26,24.5,0,0.1,27,45.2,50.5,31.7,3.4,2.6,82.9,32.5,14.9,84.9,0.7,15.5,12.1,48,25,0,0,0,33.3,5.5,32.1,62.2,1.9,23.8,45.7,0,79,95.8,7.9,2,6.1,0,0,28.7,25,75,0,0,32.3,50,24.3,33.3,36.7,50,6.4,57.8,0,35.4,31.1,60.9,13.4,0,50,32.4,0,45.7,31.3,44.4,38.5,34.4,42.9,0,0,0,0,50,100,100,0,50,0
Cambodia,E1,n/a,n/a,n/a,5.8,1.2,100,n/a,n/a,n/a,4.6,3.2,86.8,22.1,6.4,82.3,1.8,n/a,98,70,30,n/a,0,50,n/a,8.1,n/a,96.6,17.9,n/a,n/a,6.5,96.8,96.5,96.1,n/a,26.3,50,0,n/a,n/a,50,66.7,50,n/a,100,n/a,0,n/a,n/a,17.7,n/a,n/a,n/a,n/a,75.9,26,66.7,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,66.7,0,n/a,50,n/a
Cambodia,E2,47.2,47.1,46.2,19.8,1.3,96.3,46.9,66.9,33.5,5.8,3.6,90.2,35.2,8.9,89.9,0.6,35.8,98,80,50,0,0,50,0,8.1,73.1,96.6,49.6,52.2,79.2,26.5,97,96.8,96.4,25.3,25.8,50,0,51.4,55.6,50,66.7,50,47.3,100,40.5,0,73.3,94.4,27.8,42.2,0,38.2,56.7,75.9,26,100,25,34.1,0,60,43.8,40.7,19.2,40.8,23.8,0,0,0,0,50,66.7,0,0,50,0
Cambodia,E3,49.3,51.2,45.5,21.1,1.8,86.1,55.4,63,36.5,7.2,5.6,91.3,45.1,12.9,92.4,1.1,49.7,98,83.9,57.5,0,100,50,0,8,73.1,96.6,49.6,52.7,80.2,30,97,97,96.7,25.2,25.5,50,0,51.3,55.6,50,66.7,50,47.1,100,51.4,66.7,66.7,22.2,27.8,42.2,0,41.9,56.9,75.9,26.8,100,25,23.4,0,31.4,25,40.7,19.2,24.2,45.2,0,0,0,0,50,66.7,0,100,100,0
Cambodia,E4,56.3,57.5,49,35.2,2.2,89.6,52.9,65.1,36.2,8.8,7.6,92,42.5,11,89.9,1.6,63.1,98,85.1,80.3,50,100,50,33.3,7.8,81.7,100,63.5,52.6,80.6,31.5,97.3,97,96.7,24.6,23.9,50,0,62.4,72.2,100,66.7,50,52.6,50,75.7,33.3,63.3,88.9,29.8,80,0,52.5,56.9,75.9,26.8,100,25,40.9,0,88.6,40.6,44.4,34.6,37.4,59.5,0,0,0,0,50,66.7,100,100,100,0
Cambodia,E5,57,58.3,54.4,40.8,2.4,99.9,63.3,65.3,38.6,11.2,10,93.7,47.3,14.3,92.2,1.6,56.8,98,85.1,80.3,50,50,50,33.3,7.7,83.4,100,66.8,53.2,82,36.8,97.5,97,96.7,24.5,23.5,50,0,60,72.2,100,66.7,50,47.9,50,43.2,66.7,50,61.1,29.8,82.2,0,56.6,56.9,75.9,26.8,100,25,42.6,0,68.6,43.8,48.1,57.7,37.4,70.2,25,0,0,100,100,66.7,100,100,100,0
Cameroon,E1,n/a,n/a,n/a,8.3,0.2,48.2,n/a,n/a,n/a,1.8,1.9,45.2,9.6,5.6,26.2,0.1,n/a,64.5,65,0.1,n/a,0,0,n/a,2.7,n/a,86,16.7,n/a,n/a,23.4,90.1,82.7,88,n/a,7.2,50,50,n/a,n/a,50,33.3,50,n/a,50,n/a,66.7,n/a,n/a,18.2,n/a,n/a,n/a,n/a,64.5,36.2,66.7,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,100,n/a,100,n/a
Cameroon,E2,43.7,36.3,34.3,10.2,3.2,48.5,40.1,69.6,24.5,2.5,3.4,69.6,16.6,8.8,70.3,0.1,29.4,66.3,65,0.8,0,100,0,0,2.7,57.1,93.5,20.7,55.6,75.7,27.8,90.2,91,93.8,35.6,6.7,50,50,44,44.4,50,33.3,50,43.6,100,5.4,66.7,73.3,66.7,34.3,2.2,0,39,50.4,64.5,37,100,0,28.6,0,0,53.1,66.7,34.6,17,38.1,0,0,0,0,0,66.7,100,0,100,0
Cameroon,E3,48.7,41.2,41.6,21.5,3.3,52.2,62,69.2,27.4,2.5,3.5,74.1,22.6,10.8,78.1,0.1,38.5,70.1,69.3,65.9,0,100,0,0,2.7,57.3,95.4,19.2,58.2,80.7,43.4,95.3,90.5,93.5,35.7,7,50,50,47.3,44.4,50,33.3,50,50.2,100,45.9,66.7,83.3,44.4,34.3,26.7,0,48.3,57,64.5,38.6,100,25,42.7,0,22.9,65.6,74.1,80.8,12.6,45.2,0,0,0,0,50,66.7,100,0,100,0
Cameroon,E4,47,43.5,46,21.5,3.3,43.5,75.8,86.1,26,2.1,3,61.1,25.3,9.9,80.9,0.1,35.9,91.8,77.3,65.5,0,50,0,0,2.5,66,98.9,33.1,50.2,81.3,45.6,95.6,90.5,93.5,19.1,7.4,50,0,47.3,52.8,75,33.3,50,41.9,100,29.7,33.3,33.3,61.1,31,46.7,0,46.9,50.5,71.7,38.6,66.7,25,41.3,0,51.4,50,48.1,50,48.3,48.8,25,50,0,0,50,66.7,100,0,100,0
Cameroon,E5,44.7,43.7,44.9,21.5,3.3,52.9,72.8,74,28.8,2.5,3,64.5,30.5,12.7,88.3,0.1,36,92.7,77.3,65.5,0,50,0,0,2.5,65,98.1,32,49.3,79.7,38,96.8,90.5,93.5,18.9,6.8,50,0,44,52.8,75,33.3,50,35.2,100,13,33.3,48.2,12.8,31,43.4,0,41.8,50.5,71.7,38.6,66.7,25,26,0,41.6,30.2,57.8,11.2,15.3,48.8,25,50,0,0,50,66.7,100,0,100,0
Canada,E1,n/a,n/a,n/a,86.9,77.6,52.8,n/a,n/a,n/a,6.4,18.9,83.6,33.2,23.6,72.7,2.1,n/a,98.6,99.3,97.4,n/a,100,100,n/a,19.5,n/a,100,100,n/a,n/a,70.8,98.5,98.4,99.6,n/a,93.5,100,100,n/a,n/a,50,33.3,100,n/a,100,n/a,100,n/a,n/a,89.2,n/a,n/a,n/a,n/a,100,92.9,66.7,50,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,0,100,n/a,0,n/a
Canada,E2,71.6,71.3,75.3,87.4,78.4,54.7,83.8,72.2,40.6,7.5,26.4,87.6,38.7,31.9,90.1,2.2,69.1,98.8,99.4,98.5,0,100,100,33.3,22.8,100,100,100,95.3,92,71.5,98.5,98.4,99.6,98.6,95.9,100,100,61.9,61.1,50,33.3,100,62.6,100,58.9,100,64.5,53.9,95.3,28.3,0,58,71.3,100,93.7,66.7,25,49.2,100,38.1,55.8,26.3,17.3,57.4,53.6,75,100,0,100,100,0,100,100,0,0
Canada,E3,73.7,73.3,78.4,89,80.8,56.5,82.8,83,46,11.9,35.6,88.2,45.9,45.6,92.3,2.4,68.9,98.8,99.4,99,0,100,100,33.3,20.9,100,100,100,96.2,92.8,74.4,98.5,98.3,99.8,99.7,99,100,100,64.3,61.1,50,33.3,100,67.5,100,47.4,100,71,78.3,95.3,47.8,0,61,71.3,100,93.7,66.7,25,48.5,100,55.6,39.2,28.7,30,37.6,63.1,75,100,0,100,100,66.7,100,100,0,0
Canada,E4,82.3,77.9,77.1,89,83.1,59.8,79.8,73.6,54,20,53.3,91,55.2,62.2,93.7,2.4,80.5,99,99.5,99.3,50,100,100,66.7,29.2,100,100,100,93.9,93.1,75.7,98.5,98.3,99.8,94.7,84.2,100,100,80.1,77.8,100,33.3,100,82.4,100,73,66.7,70,83.3,95.1,71.1,100,77.4,85.9,100,93.7,100,50,60.5,100,60,56.3,37,26.9,82.6,85.7,100,100,100,100,100,100,100,100,0,100
Canada,E5,81.1,80.7,79,89,87.1,62.1,81.8,75,57.2,25.9,62.4,90.7,53.2,70.9,94.4,2.4,86.7,99.4,99.5,99.5,100,100,100,66.7,28.9,100,100,100,94.8,95.4,84.3,99,98.3,99.8,94.2,82.7,100,100,74.1,77.8,100,33.3,100,70.4,100,57.3,66.7,14.7,75.6,95.1,53.8,100,74.7,85.9,100,93.7,100,50,52.5,100,45.1,54.1,30.7,36.2,48.9,85.7,100,100,100,100,100,100,100,100,0,100
Chile,E1,n/a,n/a,n/a,69.8,32.3,99.1,n/a,n/a,n/a,2.1,10.9,80,29.5,14.9,81,3.6,n/a,92.2,90,76,n/a,100,0,n/a,3.6,n/a,99.8,97.8,n/a,n/a,75.6,96,97.6,99.4,n/a,23.8,50,100,n/a,n/a,50,66.7,100,n/a,100,n/a,100,n/a,n/a,61.3,n/a,n/a,n/a,n/a,96.2,69.3,100,75,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,100,n/a,100,n/a
Chile,E2,76.5,68.4,75.7,79.2,34,98,86.7,80.4,34,2.8,13.5,82.5,31.5,14.1,89.7,3.7,63.8,92.2,95,79,0,100,100,33.3,10.7,100,100,100,83.4,92,74.6,96,98,99.3,74.7,24.2,100,100,75.6,83.3,50,100,100,67.8,100,78.4,100,86.7,61.1,65.3,51.1,0,78.8,85.3,96.2,70.1,100,75,70,100,45.7,68.8,66.7,73.1,65.7,81,100,100,100,100,100,66.7,100,100,100,0
Chile,E3,73.9,69.7,77.7,87.5,35.4,94.6,86.7,84.3,36.3,3.8,20.2,84.8,34.5,14.6,92.1,4.3,64.9,92.2,95,88,0,100,100,33.3,10.6,100,100,100,82.2,89.7,65.6,96,97.9,99.2,74.8,24.4,100,100,68.6,72.2,50,66.7,100,65.1,100,69.6,100,55.8,68.1,65.3,61.7,0,75.1,79.1,95.6,70.9,100,50,65.2,100,65.1,53,60,44,69.2,81,100,100,100,100,100,66.7,100,100,100,0
