country,model_name,language,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,PC1,PC2
Lebanon,deepseek-chat-v3.1,fr,3.0,2.0,1.0,2.0,10.0,3.0,3.0,3.0,,,-2.525657992273337,1.7826583574850774
Jordan,qwen3-1.7b,fr,,,,,,,,,,,0.38,-0.01
Yemen,gemini-3-pro-preview,fr,4.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,,,-3.7504272811536454,-0.05254952130233083
Tunisia,qwq-32b,fr,3.0,2.0,3.0,2.0,8.0,3.0,3.0,3.0,,,-2.3300175723115286,3.6885690573336585
Iraq,glm-4.6,fr,3.0,2.0,1.0,3.0,10.0,1.0,1.0,2.0,,,-3.854409606614266,-0.16329987509510274
Qatar,gemini-2.5-flash,fr,,,,,,,1.0,1.0,,,0.024373399685669594,-1.177375015998172
Qatar,gpt-5.1,fr,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,,,-1.1800707251102058,-2.154928007015901
Libya,deepseek-chat,fr,,,,,,,,,,,0.38,-0.01
Kuwait,claude-3.7-sonnet,fr,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,,,-1.1800707251102058,-2.154928007015901
Egypt,claude-sonnet-4.5,fr,,2.0,1.0,2.0,10.0,1.0,2.0,1.0,,,-1.0556053613796599,-2.274602166598785
Libya,llama-3.3-70b-instruct,fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,,,-2.787015077675478,0.19600009459926002
Jordan,qwq-32b,fr,3.0,1.0,1.0,2.0,10.0,1.0,2.0,2.0,,,-1.4150531880914707,0.23856640230022633
Yemen,claude-sonnet-4.5,fr,,2.0,1.0,3.0,10.0,1.0,1.0,1.0,,,-2.1229998903184493,-2.633902136293147
Jordan,gemini-2.5-pro,fr,,,,,,,,,,,0.38,-0.01
Qatar,doubao-1-5-pro-32k-250115,fr,,,,,,,,,,,0.38,-0.01
Libya,gemini-3-pro-preview,fr,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,,,-2.570648815530295,-1.186913268257001
Jordan,claude-sonnet-4.5,fr,,2.0,1.0,2.0,10.0,1.0,2.0,2.0,,,-1.4827712483215807,-1.0580378119382936
Yemen,mistral-medium-3.1,fr,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,,,-3.427243719672346,-1.3798642297555939
Kuwait,mistral-nemo,fr,1.0,2.0,1.0,3.0,9.0,3.0,3.0,1.0,,,-0.0465211897226282,-2.9061975207727433
Tunisia,qwen3-max,fr,3.0,2.0,1.0,2.0,9.0,1.0,2.0,2.0,,,-2.665172076113261,0.40195138107035494
Palestine,glm-4.6,fr,3.0,2.0,1.0,2.0,10.0,1.0,1.0,3.0,,,-3.4249805894141363,1.2462154410639807
Tunisia,gemini-3-pro-preview,fr,3.0,2.0,1.0,2.0,10.0,1.0,5.0,1.0,,,-1.7274503163433432,-0.5215172354739206
Qatar,llama-3.2-3b-instruct,fr,3.0,2.0,1.0,2.0,8.0,6.0,6.0,2.0,,,-0.5058222064957848,1.782660950398421
Palestine,gemini-2.5-pro,fr,,,,,,,,,,,0.38,-0.01
Qatar,qwen3-max,fr,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,,,-2.2474652540489948,-2.5142279767102638
Kuwait,mistral-medium-3.1,fr,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,,,-1.0676867884256431,-3.6485917236649343
Yemen,gemma-3-4b-it,fr,1.0,2.0,3.0,1.0,9.0,2.0,2.0,2.0,,,0.7417958498865287,-0.07794457441922359
Qatar,mistral-nemo,fr,1.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,,,1.6666686185614736,-2.5202955977755575
Qatar,gemini-3-pro-preview,fr,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,,,-2.0366656292522567,-2.3478789685144936
Yemen,llama-3.3-70b-instruct,fr,3.0,2.0,1.0,3.0,10.0,1.0,1.0,2.0,,,-3.854409606614266,-0.16329987509510274
Lebanon,mistral-medium-3.1,fr,3.0,2.0,1.0,2.0,8.0,2.0,3.0,2.0,,,-2.0936677759806446,0.8761241257519979
Jordan,llama-3.2-3b-instruct,fr,3.0,2.0,2.0,2.0,8.0,6.0,6.0,2.0,,,-0.5298449980770975,2.5296650138516172
Tunisia,llama-3.2-3b-instruct,fr,2.0,2.0,2.0,2.0,8.0,6.0,6.0,2.0,,,0.6499334675462537,1.395301266896946
Iraq,qwen3-max,fr,3.0,2.0,1.0,2.0,9.0,1.0,2.0,3.0,,,-3.0923379630551815,1.6185157357308457
Palestine,grok-4.1-fast,fr,4.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,,,-4.607022185295698,-0.2455004828009235
Morocco,mistral-medium-3.1,fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,,,-2.359849190733557,-1.020564260061231
Lebanon,qwen3-max,fr,4.0,2.0,1.0,2.0,8.0,2.0,2.0,3.0,,,-3.9114117533426542,3.060703219171389
Tunisia,glm-4.6,fr,3.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,,,-2.787015077675478,0.19600009459926002
Jordan,glm-4.6,fr,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,,,-2.2474652540489948,-2.5142279767102638
Tunisia,gemma-3-4b-it,fr,1.0,1.0,3.0,1.0,7.0,2.0,6.0,2.0,,,3.200642241781921,1.0419203390070129
Morocco,claude-sonnet-4.5,fr,,2.0,1.0,2.0,9.0,2.0,2.0,1.0,,,-0.6949006860437822,-1.9667784301129116
Algeria,grok-4.1-fast,fr,3.0,2.0,1.0,2.0,10.0,1.0,1.0,2.0,,,-2.9978147024722155,0.029651086403490096
Libya,gemini-2.5-pro,fr,3.0,,,2.0,,,,3.0,,,-1.4247412920761766,3.007605867496754
Yemen,claude-3.7-sonnet,fr,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,,,-2.570648815530295,-1.186913268257001
Qatar,mistral-medium-3.1,fr,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,,,-1.0676867884256431,-3.6485917236649343
Libya,claude-3.7-sonnet,fr,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,,,-2.570648815530295,-1.186913268257001
Algeria,claude-3-7-sonnet-20250219,ar,2.0,2.0,1.0,2.0,9.0,1.0,3.0,1.0,1.0,-2.0,-1.6474515062283088,-1.7093075607580606
Algeria,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
Argentina,claude-3-7-sonnet-20250219,en,2.0,2.0,2.0,2.0,7.0,7.0,5.0,2.0,2.0,-1.0,0.9970053084995009,1.5289715275872715
Argentina,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,8.0,7.0,5.0,2.0,2.0,-1.0,0.8991850985185968,0.5760161776629806
Australia,claude-3-7-sonnet-20250219,en-native,2.0,1.0,3.0,1.0,4.0,8.0,7.0,2.0,3.0,1.0,5.2422310204336195,3.4541302327872607
Austria,claude-3-7-sonnet-20250219,de,2.0,1.0,2.0,2.0,5.0,8.0,7.0,2.0,2.0,0.0,3.2906257084194994,2.3893485405551305
Austria,claude-3-7-sonnet-20250219,en,2.0,1.0,2.0,1.0,4.0,8.0,7.0,2.0,2.0,2.0,4.304086781812611,2.7309261203615876
Belarus,claude-3-7-sonnet-20250219,en,3.0,2.0,1.0,2.0,5.0,3.0,6.0,2.0,1.0,-1.0,-1.6393900467627556,2.139555277276732
Belarus,claude-3-7-sonnet-20250219,ru,2.0,2.0,1.0,2.0,7.0,3.0,6.0,2.0,1.0,0.0,-0.685786000419416,0.5646266232982563
Belgium,claude-3-7-sonnet-20250219,de,2.0,1.0,2.0,2.0,4.0,8.0,7.0,2.0,3.0,1.0,4.409658907872881,2.5141752078354718
Belgium,claude-3-7-sonnet-20250219,en,2.0,1.0,2.0,1.0,4.0,8.0,7.0,2.0,3.0,1.0,5.266253812014932,2.7071261693340647
Bolivia,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,8.0,4.0,3.0,2.0,1.0,-1.0,-1.2186777864426066,-0.009836903663755406
Bolivia,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,8.0,4.0,3.0,2.0,1.0,-1.0,-1.2186777864426066,-0.009836903663755406
Brazil,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,1.0,8.0,7.0,5.0,2.0,3.0,-1.0,2.7354586167073904,0.7165048540524349
Brazil,claude-3-7-sonnet-20250219,pt,2.0,2.0,1.0,2.0,8.0,7.0,4.0,2.0,1.0,-1.0,-0.29129314032488407,0.46212945457634913
Burkina Faso,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
Canada,claude-3-7-sonnet-20250219,en-native,2.0,1.0,2.0,1.0,5.0,8.0,7.0,2.0,3.0,1.0,5.144410810452714,2.501174882862969
Chile,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,7.0,6.0,5.0,2.0,2.0,-1.0,0.7821664263071518,0.6800950141192973
Chile,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,7.0,7.0,5.0,2.0,1.0,-1.0,0.04134948603407068,0.834429749243214
China,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,1.0,-1.0,0.333083310489166,0.4064810350748545
China,claude-3-7-sonnet-20250219,zh-cn,2.0,2.0,1.0,2.0,3.0,5.0,7.0,1.0,1.0,1.0,0.9347864489598537,0.5132989886658558
Colombia,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,8.0,5.0,4.0,1.0,1.0,-1.0,-0.3418506009302865,-0.9581798001136982
Colombia,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,8.0,5.0,4.0,2.0,1.0,-1.0,-0.7690164878722071,0.2583845545467929
Ecuador,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,8.0,4.0,3.0,2.0,1.0,-1.0,-1.2186777864426066,-0.009836903663755406
Ecuador,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,8.0,4.0,3.0,2.0,1.0,-1.0,-1.2186777864426066,-0.009836903663755406
Egypt,claude-3-7-sonnet-20250219,ar,2.0,2.0,1.0,2.0,9.0,1.0,3.0,1.0,1.0,-2.0,-1.6474515062283088,-1.7093075607580606
Egypt,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
France,claude-3-7-sonnet-20250219,en,2.0,2.0,3.0,1.0,4.0,8.0,7.0,2.0,3.0,1.0,3.8702691308496124,3.411563925086294
Germany,claude-3-7-sonnet-20250219,de,2.0,1.0,2.0,2.0,4.0,8.0,7.0,2.0,3.0,1.0,4.409658907872881,2.5141752078354718
Germany,claude-3-7-sonnet-20250219,en,2.0,1.0,3.0,1.0,3.0,8.0,7.0,2.0,3.0,2.0,5.381585605840257,3.63141918517674
Ghana,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-1.0,-1.3910782486102256,-1.6360974448248975
Guatemala,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,3.0,3.0,2.0,1.0,-1.0,-1.579382461778485,-0.31766064014962836
Guatemala,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,9.0,3.0,2.0,2.0,1.0,-1.0,-1.7901820865752227,-0.48400964834539834
Haiti,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,3.0,2.0,1.0,-1.0,-1.8182441355521464,-0.4195330901644066
Hong Kong,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,3.0,5.0,6.0,3.0,1.0,1.0,-0.1303449497207254,2.7800786897910674
Hong Kong,claude-3-7-sonnet-20250219,zh-cn,2.0,2.0,3.0,2.0,5.0,7.0,7.0,2.0,3.0,1.0,2.6529695513716836,2.910789227101828
Hong Kong,claude-3-7-sonnet-20250219,zh-hk,3.0,2.0,3.0,2.0,5.0,7.0,7.0,3.0,3.0,0.0,1.028513614961991,5.290379662798604
Iraq,claude-3-7-sonnet-20250219,ar,3.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-2.0,-3.038029596648398,-0.7412928219991601
Iraq,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,2.0,1.0,-2.0,-2.2854170179669677,-0.6590922142933396
Ireland,claude-3-7-sonnet-20250219,en-native,2.0,1.0,3.0,1.0,5.0,8.0,7.0,2.0,3.0,1.0,5.120388018871402,3.2481789463161657
Italy,claude-3-7-sonnet-20250219,en,2.0,2.0,2.0,1.0,6.0,7.0,7.0,2.0,3.0,1.0,3.4117442455328297,2.15078483867613
Italy,claude-3-7-sonnet-20250219,it,2.0,2.0,2.0,2.0,6.0,7.0,7.0,2.0,3.0,1.0,2.5551493413907793,1.9578338771775377
Japan,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,-1.0,0.26179776953235184,1.620839003293807
Japan,claude-3-7-sonnet-20250219,ja,2.0,2.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,0.0860213124244571,1.3971653269348068
Jordan,claude-3-7-sonnet-20250219,ar,2.0,2.0,1.0,2.0,9.0,1.0,3.0,1.0,1.0,-2.0,-1.6474515062283088,-1.7093075607580606
Jordan,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
Kazakhstan,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,7.0,2.0,4.0,2.0,1.0,-1.0,-1.3637585076309753,0.15871849097355314
Kazakhstan,claude-3-7-sonnet-20250219,ru,2.0,2.0,1.0,2.0,8.0,3.0,4.0,2.0,1.0,-1.0,-1.2467398354195303,0.05463965451723648
Kenya,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-1.0,-1.3910782486102256,-1.6360974448248975
Korea,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,0.0,-0.5310566205295041,1.0161314745157708
Korea,claude-3-7-sonnet-20250219,ko,2.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,-0.15766469069997613,0.9852627539926171
Kuwait,claude-3-7-sonnet-20250219,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Kuwait,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-2.0,-1.6193894572513852,-1.7737841189390524
Kyrgyzstan,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,8.0,2.0,3.0,2.0,1.0,-1.0,-1.6964011339899296,-0.21358180369331164
Kyrgyzstan,claude-3-7-sonnet-20250219,ru,2.0,2.0,1.0,2.0,8.0,2.0,3.0,2.0,1.0,-1.0,-1.6964011339899296,-0.21358180369331164
Lebanon,claude-3-7-sonnet-20250219,ar,3.0,2.0,1.0,2.0,9.0,2.0,4.0,2.0,1.0,-2.0,-2.8047345602231806,0.9098419990676487
Lebanon,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,8.0,2.0,3.0,2.0,1.0,-1.0,-1.6964011339899296,-0.21358180369331164
Libya,claude-3-7-sonnet-20250219,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Libya,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,3.0,9.0,1.0,2.0,1.0,1.0,-1.0,-2.6973344513226767,-2.0972698645340384
Luxembourg,claude-3-7-sonnet-20250219,de,2.0,1.0,2.0,2.0,4.0,8.0,7.0,1.0,3.0,1.0,4.836824794814802,1.2976108531749802
Luxembourg,claude-3-7-sonnet-20250219,en,2.0,1.0,2.0,1.0,4.0,8.0,7.0,2.0,3.0,1.0,5.266253812014932,2.7071261693340647
Macao,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,-1.0,-0.1926878583888193,1.0425874221558473
Macao,claude-3-7-sonnet-20250219,pt,2.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,-1.0,-0.1926878583888193,1.0425874221558473
Macao,claude-3-7-sonnet-20250219,zh-cn,2.0,2.0,1.0,2.0,7.0,6.0,7.0,2.0,1.0,1.0,0.2591102295427282,1.0079306474567455
Malaysia,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,8.0,3.0,4.0,2.0,1.0,-1.0,-1.2467398354195303,0.05463965451723648
Mali,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
Malta,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,8.0,6.0,4.0,1.0,1.0,-1.0,-0.10298892715662511,-0.85630735009892
Mexico,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,8.0,5.0,4.0,1.0,1.0,-1.0,-0.3418506009302865,-0.9581798001136982
Mexico,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,8.0,5.0,4.0,2.0,1.0,-1.0,-0.7690164878722071,0.2583845545467929
Morocco,claude-3-7-sonnet-20250219,ar,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-2.0,-1.408589832454647,-1.6074351107432823
Morocco,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
New Zealand,claude-3-7-sonnet-20250219,en-native,2.0,1.0,3.0,1.0,4.0,8.0,7.0,2.0,3.0,1.0,5.2422310204336195,3.4541302327872607
Nicaragua,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,3.0,3.0,2.0,1.0,-1.0,-1.579382461778485,-0.31766064014962836
Nicaragua,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,9.0,3.0,2.0,2.0,1.0,-1.0,-1.7901820865752227,-0.48400964834539834
Nigeria,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-2.0,-1.6193894572513852,-1.7737841189390524
Pakistan,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-2.0,-1.6193894572513852,-1.7737841189390524
Palestine,claude-3-7-sonnet-20250219,ar,3.0,2.0,1.0,1.0,9.0,2.0,3.0,1.0,2.0,-2.0,-0.7520947798892045,-0.33258268739915786
Palestine,claude-3-7-sonnet-20250219,en,3.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-2.0,-2.7991679228747364,-0.6394203719843823
Peru,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,8.0,4.0,4.0,2.0,1.0,-1.0,-1.0078781616458685,0.1565121045320146
Peru,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,8.0,4.0,4.0,2.0,1.0,-1.0,-1.0078781616458685,0.1565121045320146
Philippines,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,9.0,5.0,3.0,1.0,1.0,-1.0,-0.6744932272892411,-1.330480094780563
Portugal,claude-3-7-sonnet-20250219,en,2.0,2.0,2.0,1.0,5.0,7.0,6.0,2.0,3.0,-1.0,3.2877644546094658,2.2477117851146855
Portugal,claude-3-7-sonnet-20250219,pt,2.0,2.0,1.0,2.0,6.0,8.0,7.0,2.0,1.0,1.0,0.8586765786522678,1.4176268339573965
Puerto Rico,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,1.0,8.0,6.0,5.0,1.0,1.0,-1.0,0.9644056017821638,-0.4970073804045572
Puerto Rico,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,8.0,7.0,5.0,2.0,2.0,-1.0,0.8991850985185968,0.5760161776629806
Qatar,claude-3-7-sonnet-20250219,ar,1.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.6569105711059633,-3.4089225638781886
Qatar,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-1.0,-2.819177452884893,-2.303221151005133
Russia,claude-3-7-sonnet-20250219,en,3.0,2.0,1.0,2.0,4.0,3.0,6.0,2.0,1.0,-1.0,-1.5175470452005388,2.3455065637478265
Russia,claude-3-7-sonnet-20250219,ru,2.0,2.0,1.0,2.0,7.0,3.0,6.0,2.0,1.0,0.0,-0.685786000419416,0.5646266232982563
Rwanda,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
Singapore,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,6.0,4.0,5.0,1.0,1.0,1.0,-0.09120347909393367,-0.5391253371537469
Singapore,claude-3-7-sonnet-20250219,zh-cn,2.0,2.0,1.0,2.0,7.0,7.0,5.0,2.0,1.0,1.0,0.07637265372291369,0.7771050810799838
South Africa,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,1.0,8.0,5.0,5.0,2.0,3.0,-1.0,2.2577352691600674,0.5127599540228783
Spain,claude-3-7-sonnet-20250219,en,2.0,2.0,2.0,1.0,5.0,8.0,7.0,2.0,3.0,1.0,3.772448920868708,2.4586085751620033
Spain,claude-3-7-sonnet-20250219,es,2.0,2.0,2.0,2.0,5.0,8.0,7.0,2.0,3.0,1.0,2.9158540167266573,2.265657613663411
Switzerland,claude-3-7-sonnet-20250219,de,2.0,1.0,2.0,2.0,5.0,8.0,7.0,2.0,3.0,1.0,4.287815906310664,2.3082239213643767
Switzerland,claude-3-7-sonnet-20250219,en,2.0,1.0,2.0,1.0,4.0,8.0,7.0,2.0,3.0,2.0,5.283765395859353,2.6784638352524497
Switzerland,claude-3-7-sonnet-20250219,it,2.0,1.0,2.0,1.0,5.0,8.0,7.0,1.0,3.0,1.0,5.571576697394637,1.284610528202478
Taiwan,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,5.0,5.0,6.0,2.0,1.0,1.0,0.05313493409676201,1.151611762188387
Taiwan,claude-3-7-sonnet-20250219,zh-tw,2.0,2.0,3.0,2.0,5.0,8.0,7.0,2.0,3.0,1.0,2.891831225145345,3.0126616771166064
Trinidad and Tobago,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,1.0,8.0,4.0,4.0,1.0,1.0,-1.0,0.27588262943810304,-0.8671012886298836
Tunisia,claude-3-7-sonnet-20250219,ar,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,2.0,-2.0,-0.42891121840790447,-1.659897395852421
Tunisia,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,9.0,2.0,3.0,2.0,1.0,-1.0,-1.8182441355521464,-0.4195330901644066
United Kingdom,claude-3-7-sonnet-20250219,en-native,2.0,1.0,2.0,1.0,4.0,8.0,7.0,2.0,3.0,1.0,5.266253812014932,2.7071261693340647
United States,claude-3-7-sonnet-20250219,en-native,2.0,2.0,2.0,1.0,6.0,8.0,6.0,2.0,3.0,2.0,3.4573178783541754,2.0576459464135235
Uruguay,claude-3-7-sonnet-20250219,en,2.0,2.0,2.0,2.0,5.0,7.0,7.0,2.0,2.0,0.0,1.6798021450618315,2.244909782839386
Uruguay,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,5.0,8.0,7.0,2.0,3.0,1.0,2.93987680830797,1.5186535502102145
Venezuela,claude-3-7-sonnet-20250219,en,2.0,2.0,1.0,2.0,8.0,5.0,4.0,3.0,2.0,-1.0,-0.21650376076738498,1.4224866240981453
Venezuela,claude-3-7-sonnet-20250219,es,2.0,2.0,1.0,2.0,8.0,5.0,4.0,2.0,1.0,-1.0,-0.7690164878722071,0.2583845545467929
Yemen,claude-3-7-sonnet-20250219,ar,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-3.159872598210615,-0.9472441084702551
Yemen,claude-3-7-sonnet-20250219,en,3.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,-2.0,-4.016467502352665,-1.1401950699688477
Zambia,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-1.0,-1.3910782486102256,-1.6360974448248975
Zimbabwe,claude-3-7-sonnet-20250219,en-native,2.0,2.0,1.0,2.0,9.0,2.0,3.0,2.0,1.0,-1.0,-1.8182441355521464,-0.4195330901644066
Algeria,claude-sonnet-4.5,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Algeria,claude-sonnet-4.5,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Argentina,claude-sonnet-4.5,en,2.0,2.0,2.0,1.0,7.0,7.0,6.0,2.0,3.0,1.0,3.079101619173876,1.7784845440092654
Argentina,claude-sonnet-4.5,es,2.0,2.0,2.0,2.0,7.0,7.0,6.0,2.0,2.0,1.0,1.242828100985082,1.637995867619811
Australia,claude-sonnet-4.5,en-native,2.0,1.0,2.0,1.0,4.0,9.0,7.0,2.0,3.0,2.0,5.522627069633016,2.780336285267228
Austria,claude-sonnet-4.5,de,2.0,2.0,2.0,2.0,3.0,9.0,7.0,2.0,3.0,2.0,3.415913277469174,2.750770302538764
Austria,claude-sonnet-4.5,en,2.0,2.0,2.0,1.0,4.0,8.0,7.0,2.0,3.0,1.0,3.894291922430925,2.664559861633098
Belarus,claude-sonnet-4.5,en,2.0,2.0,1.0,2.0,5.0,3.0,5.0,2.0,1.0,1.0,-0.6353880382472991,0.7815178539630606
Belarus,claude-sonnet-4.5,ru,2.0,2.0,1.0,3.0,5.0,3.0,5.0,2.0,1.0,1.0,-1.4919829423893503,0.5885668924644682
Belgium,claude-sonnet-4.5,de,2.0,2.0,2.0,2.0,3.0,9.0,7.0,2.0,3.0,2.0,3.415913277469174,2.750770302538764
Belgium,claude-sonnet-4.5,en,2.0,2.0,2.0,1.0,4.0,8.0,7.0,2.0,3.0,2.0,3.9118035062753465,2.6358975275514833
Bolivia,claude-sonnet-4.5,en,2.0,2.0,1.0,2.0,9.0,5.0,3.0,2.0,2.0,-1.0,-0.12198050018441886,-0.16637802522921058
Bolivia,claude-sonnet-4.5,es,2.0,2.0,1.0,2.0,8.0,5.0,3.0,2.0,2.0,1.0,0.034885669066640757,-0.017751406921346097
Brazil,claude-sonnet-4.5,en,2.0,2.0,2.0,2.0,8.0,7.0,5.0,2.0,3.0,1.0,1.8898640886728706,1.2132332878438077
Brazil,claude-sonnet-4.5,pt,2.0,2.0,2.0,2.0,8.0,7.0,4.0,2.0,3.0,1.0,1.679064463876132,1.0468842796480378
Burkina Faso,claude-sonnet-4.5,en,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-2.0,-1.741232458813602,-1.9797354054101477
Canada,claude-sonnet-4.5,en-native,2.0,1.0,2.0,1.0,4.0,9.0,7.0,2.0,3.0,2.0,5.522627069633016,2.780336285267228
Chile,claude-sonnet-4.5,en,2.0,2.0,2.0,1.0,7.0,7.0,5.0,2.0,3.0,1.0,2.8683019943771373,1.6121355358134952
